violin,592,guitar,572
violin,42,piano,422
violin,493,piano,197
piano,516,violin,513
piano,97,violin,143
harp,85,guitar,587
guitar,293,harp,570
guitar,242,violin,560
harp,531,guitar,153
guitar,213,violin,375
harp,380,piano,57
piano,446,guitar,65
piano,43,violin,96
guitar,435,violin,378
violin,306,guitar,503
guitar,507,piano,475
harp,71,piano,566
harp,237,violin,103
guitar,467,piano,453
piano,386,guitar,258
violin,39,guitar,485
harp,519,piano,259
guitar,543,piano,523
violin,15,guitar,128
harp,532,violin,268
guitar,570,piano,246
harp,536,guitar,130
piano,381,harp,226
harp,371,piano,485
piano,571,guitar,376
violin,363,guitar,456
violin,130,piano,587
guitar,276,piano,155
guitar,416,piano,545
harp,337,violin,313
harp,175,violin,272
violin,288,harp,271
piano,247,guitar,155
guitar,200,harp,123
harp,190,violin,578
piano,142,guitar,190
harp,301,violin,459
harp,206,violin,209
violin,250,harp,218
harp,353,guitar,557
guitar,500,piano,546
violin,506,guitar,595
piano,269,harp,153
guitar,82,violin,425
violin,172,harp,326
violin,374,guitar,507
guitar,397,harp,119
violin,464,piano,285
piano,88,harp,202
harp,333,violin,221
violin,513,harp,597
harp,15,violin,476
piano,267,violin,34
guitar,468,violin,324
harp,200,piano,444
harp,481,violin,479
harp,430,piano,423
guitar,173,piano,558
harp,25,violin,405
harp,549,piano,504
violin,454,harp,347
guitar,578,piano,491
piano,360,guitar,583
guitar,213,violin,572
guitar,282,piano,466
piano,440,guitar,92
harp,423,piano,141
violin,48,harp,301
violin,554,piano,403
piano,340,harp,317
guitar,381,violin,232
harp,552,piano,528
harp,570,piano,182
harp,493,violin,332
violin,0,guitar,167
guitar,583,harp,455
harp,267,piano,444
harp,102,piano,249
harp,173,piano,342
violin,323,piano,419
violin,411,piano,83
piano,377,harp,40
violin,104,guitar,201
violin,265,guitar,209
violin,376,guitar,550
guitar,453,harp,513
piano,349,violin,295
violin,267,piano,418
harp,356,violin,212
violin,222,piano,278
piano,276,harp,437
guitar,428,violin,374
piano,29,harp,187
guitar,450,piano,194
harp,62,guitar,22
guitar,117,harp,379
violin,439,harp,6
piano,192,harp,558
harp,201,guitar,443
violin,478,guitar,474
violin,575,guitar,324
guitar,439,piano,203
violin,387,piano,433
violin,343,piano,442
harp,154,guitar,429
guitar,233,violin,562
piano,124,guitar,244
piano,121,guitar,124
violin,34,piano,86
guitar,200,piano,368
harp,430,piano,499
piano,277,harp,67
harp,304,piano,364
violin,342,piano,553
violin,496,piano,340
guitar,532,violin,299
guitar,498,harp,384
guitar,482,harp,110
guitar,434,violin,508
violin,103,harp,213
piano,164,violin,519
harp,163,piano,63
violin,266,harp,558
piano,394,guitar,486
harp,183,piano,19
violin,523,piano,581
harp,303,violin,581
guitar,227,harp,101
violin,215,harp,406
harp,498,guitar,464
violin,81,harp,364
harp,115,guitar,336
piano,146,harp,574
violin,12,guitar,493
harp,113,violin,479
piano,565,violin,319
piano,203,violin,193
violin,285,harp,56
violin,18,guitar,369
piano,487,guitar,326
violin,64,guitar,291
harp,548,piano,140
piano,127,harp,200
violin,546,harp,193
harp,383,guitar,259
guitar,74,violin,354
guitar,187,harp,289
harp,122,piano,357
guitar,374,piano,161
guitar,321,piano,449
piano,110,violin,507
violin,214,guitar,566
violin,230,guitar,564
harp,232,violin,436
harp,52,piano,312
piano,336,violin,182
guitar,9,violin,483
guitar,159,piano,13
guitar,52,piano,407
guitar,259,violin,204
guitar,465,harp,11
guitar,289,harp,353
harp,560,guitar,590
harp,153,violin,95
piano,342,guitar,87
piano,324,violin,156
harp,576,guitar,136
guitar,451,violin,140
violin,567,harp,420
piano,217,violin,174
harp,234,violin,12
piano,522,harp,451
violin,532,harp,292
violin,501,piano,303
harp,302,violin,495
piano,235,guitar,454
piano,396,harp,99
guitar,328,violin,165
guitar,99,violin,172
piano,262,violin,273
guitar,148,violin,539
guitar,64,piano,355
harp,524,violin,312
violin,564,piano,43
violin,557,harp,524
violin,397,piano,137
harp,110,violin,16
guitar,535,piano,540
violin,377,harp,187
piano,118,guitar,155
harp,103,guitar,501
piano,174,violin,420
guitar,500,violin,32
violin,11,guitar,527
harp,483,guitar,227
harp,159,guitar,330
harp,503,piano,455
piano,194,violin,488
violin,411,piano,204
guitar,217,harp,515
violin,433,piano,330
violin,528,guitar,570
guitar,440,violin,25
piano,300,violin,338
harp,455,violin,359
harp,411,guitar,490
harp,563,piano,101
guitar,568,piano,558
violin,241,harp,4
harp,247,piano,565
violin,14,piano,572
piano,452,violin,389
guitar,445,piano,209
guitar,222,piano,2
piano,519,guitar,427
violin,160,harp,330
piano,491,violin,581
violin,559,harp,89
piano,138,violin,356
piano,310,violin,153
violin,570,guitar,124
violin,244,piano,449
guitar,140,violin,361
guitar,494,piano,426
harp,595,violin,599
piano,85,guitar,43
piano,547,harp,511
piano,170,guitar,169
piano,455,guitar,154
harp,172,piano,9
piano,246,harp,545
violin,326,harp,403
piano,358,violin,16
piano,90,violin,81
piano,57,harp,153
violin,314,harp,40
piano,192,harp,400
guitar,579,piano,255
harp,98,guitar,587
violin,108,guitar,198
harp,153,guitar,551
piano,131,harp,83
guitar,108,violin,220
piano,146,harp,111
guitar,493,violin,504
violin,420,guitar,366
guitar,188,harp,163
piano,535,violin,3
violin,432,guitar,470
harp,580,violin,253
piano,508,violin,565
violin,390,piano,84
violin,341,harp,37
guitar,168,harp,342
guitar,536,piano,111
guitar,184,harp,381
harp,550,guitar,527
piano,309,guitar,271
harp,201,guitar,31
violin,253,guitar,520
violin,9,harp,504
harp,101,violin,190
violin,80,harp,488
guitar,95,violin,422
violin,406,guitar,377
violin,312,harp,592
violin,476,guitar,72
violin,339,piano,307
harp,574,violin,560
harp,182,guitar,191
harp,473,piano,99
piano,42,guitar,418
guitar,269,piano,314
violin,167,harp,338
harp,282,piano,335
piano,482,violin,591
guitar,88,harp,94
guitar,375,harp,21
harp,518,violin,205
harp,594,guitar,178
violin,11,piano,125
harp,282,violin,139
piano,516,violin,568
piano,117,guitar,58
violin,488,piano,18
violin,449,piano,558
harp,83,violin,390
guitar,214,harp,402
piano,403,guitar,28
piano,360,guitar,568
guitar,201,piano,16
guitar,324,piano,411
violin,81,piano,473
harp,203,piano,582
guitar,97,harp,344
guitar,585,violin,165
piano,438,guitar,294
harp,229,violin,19
violin,147,harp,107
harp,413,guitar,308
piano,133,guitar,282
violin,351,piano,559
violin,99,piano,58
piano,451,guitar,64
violin,265,guitar,78
violin,559,guitar,247
guitar,24,piano,283
harp,67,piano,6
piano,82,harp,419
piano,261,harp,175
piano,369,violin,53
guitar,506,violin,340
violin,366,harp,270
harp,72,piano,247
harp,376,piano,40
guitar,492,piano,38
harp,110,piano,479
guitar,574,harp,365
violin,295,harp,202
piano,313,violin,160
guitar,303,violin,502
guitar,274,piano,163
harp,503,guitar,386
piano,493,guitar,489
harp,389,piano,294
piano,548,harp,567
violin,444,harp,569
guitar,419,harp,251
harp,91,violin,529
guitar,511,violin,138
violin,213,piano,255
harp,87,violin,206
harp,120,violin,384
piano,20,guitar,241
harp,302,guitar,595
guitar,68,harp,128
guitar,534,harp,276
violin,51,harp,152
violin,543,harp,566
piano,176,harp,361
guitar,96,violin,212
piano,108,harp,546
violin,260,guitar,425
violin,470,harp,413
violin,456,harp,284
harp,557,violin,371
harp,400,guitar,246
piano,484,harp,17
guitar,288,piano,413
piano,415,violin,498
guitar,114,piano,233
guitar,246,harp,558
violin,117,guitar,381
harp,136,guitar,174
piano,18,violin,194
guitar,448,violin,353
violin,92,harp,238
harp,316,piano,294
piano,70,guitar,268
piano,450,violin,6
violin,192,piano,573
harp,250,violin,386
harp,415,violin,379
piano,72,harp,92
violin,424,piano,498
guitar,198,harp,412
guitar,428,harp,138
violin,56,piano,231
guitar,559,violin,193
guitar,184,piano,291
harp,81,violin,332
piano,531,violin,220
violin,322,guitar,2
guitar,39,piano,58
guitar,506,violin,571
guitar,478,harp,95
violin,61,guitar,255
piano,123,harp,481
violin,408,harp,135
violin,367,piano,428
guitar,313,violin,499
harp,210,violin,43
harp,91,violin,264
violin,441,guitar,400
harp,575,guitar,489
piano,573,harp,444
violin,527,harp,519
harp,39,guitar,236
guitar,299,violin,394
violin,513,harp,177
guitar,317,harp,368
guitar,504,piano,238
violin,221,guitar,60
piano,155,violin,377
violin,585,piano,436
guitar,479,harp,339
piano,203,violin,160
harp,574,piano,533
violin,590,piano,516
guitar,216,piano,55
guitar,454,violin,103
violin,257,piano,263
violin,549,harp,26
harp,90,guitar,479
piano,364,violin,350
harp,458,violin,498
guitar,507,violin,303
violin,165,harp,414
piano,355,guitar,206
guitar,354,harp,514
harp,124,piano,137
violin,572,harp,540
harp,449,guitar,73
harp,275,violin,47
guitar,539,harp,190
harp,561,violin,112
piano,13,guitar,287
violin,154,harp,566
guitar,470,piano,74
harp,424,piano,570
harp,181,violin,457
violin,63,guitar,259
violin,405,harp,92
guitar,403,piano,433
harp,58,piano,42
guitar,221,violin,165
guitar,12,violin,437
guitar,149,violin,7
violin,339,piano,438
guitar,518,piano,44
guitar,154,harp,180
harp,178,guitar,211
piano,222,violin,263
harp,365,guitar,275
harp,267,guitar,63
piano,493,guitar,522
piano,363,guitar,569
guitar,49,violin,357
guitar,563,piano,484
harp,583,guitar,295
guitar,109,harp,191
piano,567,harp,59
guitar,48,violin,419
piano,35,harp,100
guitar,222,piano,337
piano,375,guitar,470
piano,374,guitar,10
guitar,189,piano,452
guitar,423,piano,127
guitar,111,violin,445
harp,246,violin,489
violin,180,harp,183
piano,88,violin,529
harp,105,violin,270
harp,524,guitar,31
piano,81,violin,200
violin,443,guitar,326
violin,17,harp,438
harp,223,guitar,487
harp,228,piano,389
harp,187,violin,269
guitar,550,violin,71
piano,186,harp,485
guitar,219,violin,52
guitar,236,violin,405
piano,246,harp,71
piano,205,violin,543
violin,75,guitar,176
harp,254,guitar,307
harp,286,violin,595
guitar,387,harp,524
violin,275,harp,499
piano,480,harp,272
guitar,108,piano,278
guitar,110,violin,228
harp,271,piano,1
piano,285,guitar,12
piano,237,guitar,93
violin,566,piano,466
harp,179,guitar,363
harp,383,violin,416
piano,366,harp,0
harp,97,guitar,264
guitar,480,harp,236
violin,71,piano,189
harp,231,piano,41
violin,272,guitar,480
piano,423,guitar,406
guitar,492,piano,191
guitar,232,violin,226
guitar,148,harp,114
guitar,272,violin,5
guitar,549,violin,118
violin,579,harp,217
violin,57,harp,268
guitar,104,piano,227
violin,185,guitar,251
guitar,209,violin,446
guitar,491,piano,136
guitar,374,harp,536
violin,249,guitar,509
piano,281,guitar,359
violin,151,guitar,4
violin,463,guitar,112
guitar,104,harp,555
guitar,350,violin,433
guitar,86,harp,182
piano,577,harp,377
piano,432,harp,468
violin,293,piano,142
guitar,301,piano,24
piano,69,harp,111
harp,90,guitar,529
violin,191,harp,551
piano,179,guitar,502
violin,4,harp,236
harp,55,violin,442
piano,196,violin,584
violin,359,guitar,29
guitar,444,harp,437
guitar,456,piano,494
violin,563,guitar,587
violin,551,harp,110
harp,190,piano,489
piano,334,guitar,208
piano,207,guitar,7
violin,528,guitar,165
piano,162,violin,365
guitar,444,violin,508
harp,414,violin,244
guitar,5,harp,569
harp,25,violin,4
guitar,570,piano,447
guitar,248,piano,525
violin,383,piano,555
harp,574,guitar,490
harp,418,guitar,121
harp,144,piano,326
violin,354,guitar,163
violin,127,piano,397
harp,186,violin,189
piano,283,harp,236
violin,135,guitar,170
harp,556,violin,582
harp,124,guitar,312
guitar,457,harp,229
piano,422,guitar,571
guitar,172,violin,452
guitar,493,piano,3
violin,287,harp,145
guitar,456,violin,201
guitar,375,piano,446
violin,400,guitar,95
guitar,415,harp,503
guitar,192,violin,149
harp,514,guitar,392
guitar,224,harp,529
harp,82,violin,124
harp,255,violin,29
piano,247,violin,367
violin,489,harp,493
piano,24,guitar,333
guitar,98,violin,458
harp,213,violin,502
violin,257,piano,120
guitar,330,piano,240
violin,186,guitar,261
harp,238,violin,303
piano,473,violin,282
guitar,262,harp,574
piano,554,harp,16
harp,375,violin,519
violin,174,piano,75
piano,399,violin,70
harp,194,piano,227
guitar,460,violin,20
harp,310,piano,284
piano,163,harp,223
piano,29,guitar,44
guitar,426,harp,220
guitar,366,piano,549
violin,440,guitar,147
violin,516,piano,586
violin,299,piano,588
piano,134,violin,579
guitar,158,violin,383
harp,188,violin,414
harp,287,guitar,186
guitar,193,piano,315
piano,143,harp,15
violin,106,guitar,87
harp,340,violin,3
violin,305,guitar,224
harp,180,violin,385
guitar,295,violin,170
harp,11,violin,194
violin,181,guitar,315
guitar,95,piano,380
guitar,360,piano,373
violin,245,guitar,236
piano,362,violin,282
violin,473,piano,321
piano,200,harp,521
piano,38,harp,59
violin,407,piano,385
violin,193,harp,284
violin,339,harp,124
violin,127,harp,313
guitar,453,piano,35
violin,355,piano,439
harp,163,piano,147
piano,479,guitar,122
harp,451,guitar,103
violin,395,guitar,336
violin,316,harp,557
guitar,400,harp,309
violin,108,guitar,371
guitar,42,harp,244
harp,475,guitar,82
guitar,250,piano,290
harp,325,piano,510
violin,507,harp,71
violin,586,harp,565
harp,53,guitar,527
violin,192,guitar,57
harp,325,violin,7
harp,130,violin,187
harp,363,violin,203
piano,72,harp,242
guitar,170,violin,187
violin,51,piano,110
piano,42,harp,210
guitar,25,piano,298
piano,439,harp,210
harp,206,guitar,438
guitar,41,violin,410
guitar,426,violin,274
guitar,368,piano,219
violin,327,harp,442
piano,375,guitar,262
harp,323,guitar,562
piano,599,harp,268
piano,565,harp,115
guitar,304,violin,6
piano,347,guitar,437
harp,497,violin,539
harp,537,guitar,53
harp,163,violin,333
guitar,272,violin,413
harp,78,piano,216
guitar,506,violin,558
violin,505,piano,421
harp,489,guitar,518
piano,168,violin,329
violin,495,piano,380
piano,512,guitar,187
piano,426,violin,501
violin,477,piano,177
harp,519,piano,291
violin,282,guitar,543
piano,155,violin,507
harp,186,violin,30
harp,550,piano,303
guitar,38,piano,488
guitar,277,piano,202
guitar,529,piano,89
harp,252,violin,256
guitar,598,violin,89
violin,43,piano,597
violin,356,harp,541
piano,228,violin,523
piano,422,guitar,245
harp,160,violin,116
guitar,486,violin,171
piano,134,guitar,421
piano,363,violin,377
guitar,195,harp,97
violin,171,piano,382
piano,502,guitar,184
harp,143,violin,411
harp,432,guitar,264
piano,415,violin,452
violin,52,harp,479
violin,122,guitar,386
guitar,28,violin,34
guitar,588,violin,348
guitar,519,harp,121
guitar,596,harp,450
violin,332,harp,194
piano,333,harp,332
harp,14,piano,225
violin,112,piano,427
piano,207,violin,368
violin,344,piano,464
guitar,367,piano,419
harp,133,violin,426
violin,140,piano,554
piano,443,guitar,318
violin,154,harp,110
piano,248,harp,322
guitar,431,piano,486
violin,536,piano,147
piano,65,guitar,369
guitar,494,harp,113
harp,146,violin,34
violin,13,harp,373
harp,562,piano,439
guitar,75,violin,438
harp,539,guitar,252
violin,409,piano,126
violin,342,guitar,309
guitar,557,violin,235
guitar,84,harp,84
harp,63,piano,342
harp,351,guitar,157
violin,462,harp,224
harp,465,piano,87
guitar,434,harp,134
guitar,346,violin,244
harp,532,piano,89
harp,176,piano,342
piano,400,harp,27
piano,57,violin,497
piano,248,violin,549
violin,167,piano,502
harp,530,violin,145
piano,343,harp,34
piano,152,violin,428
piano,481,violin,344
piano,24,guitar,527
violin,41,guitar,480
guitar,545,violin,344
